Patron,Card Barcode,Year Joined,Patron Phone,Book Barcode,Title,Year,Author,Author Year,Publisher,Publisher Phone,Checkout,Due,Returned
Jc Ratliff,5590283029754282816780572,1987,+1-(448)-483-3507,6599837023915024580415690,Angels & Demons,1434,"Brown, Dan",1404,O'Reilly,1-122-313-8760,2458301.5,2458304.5,1
Heidy Brown,3702063940161967967517232,1981,973.074.4226,1499307477803089452099082,Girl who kicked the Hornet's Nest,1810,"Larsson, Steig",1938,HBA,210.406.2584,2458120.5,2458176.5,1
Shantae Yang,7188329980942029803411013,1997,875-317-9706,3542432462094771725658803,India's Legal System,1104,Nariman,1865,BBC,(277) 273-2102,2458244.5,2458245.5,1
Bill Morales,5713468365007349888696601,2015,902.994.6482,9778913917421270710667640,"Judge, The",1859,Mark Jacobson,1458,HarperCollins,(158) 998-2435,2458143.5,2458211.5,1
Asa Small,7690635780455082508202074,1983,+1-(001)-935-0335,5356703139805976637421695,Image Processing with MATLAB,1101,"Eddins, Steve",1976,Rupa,695-251-0415,2458254.5,2458259.5,1
Mose Chambers,7900253221375390247431920,2007,1-631-997-5729,9185879282803936700567661,Birth of a Theorem,1519,"Villani, Cedric",1748,Bodley Head,(172) 571-4178,2458174.5,2458178.5,1
Dong Russell,6781424783535223369763430,2000,(369) 967-4118,8350844499682015359088258,"Ropemaker, The",1985,"Dickinson, Peter",1441,Pocket,(933) 603-7079,2458131.5,2458156.5,1
Harvey Hopkins,7082077589814192654667622,2011,274-929-3335,8446264436381794949076638,Mossad,1924,"Baz-Zohar, Michael",1544,Dell,+1-(172)-750-1157,2458281.5,2458287.5,1
Lenard Olson,1475803681005173075801362,1984,+1-(042)-850-6468,9554744056290671625315532,"Discovery of India, The",1955,"Nehru, Jawaharlal",1696,Penguin,824.149.4511,2458123.5,2458200.5,1
Lonny Duffy,1315125572084926153778412,2012,773-202-5135,3923321301485691200219538,Think Complexity,1602,"Downey, Allen",1430,Hyperion,882.640.9487,2458175.5,2458181.5,1
Dallas French,0189639962362105313664589,1991,140.869.7386,1478626599173317900122487,Jim Corbett Omnibus,1761,"Corbett, Jim",1667,Wiley,024-858-6102,2458130.5,2458198.5,1
Deshawn Ellison,3258249040169280179399806,1975,1-907-648-6291,4843092544137664721986968,"Case of the Lame Canary, The",1292,"Gardner, Earle Stanley",1919,Pan,1-663-594-1588,2458173.5,2458174.5,1
Garth Blackburn,0012895473680358600836468,2016,474.213.3903,8335071779094879167788542,"Pillars of the Earth, The",1622,"Follett, Ken",1559,Rupa,695-251-0415,2458165.5,2458174.5,1
Galen Avila,5787305952412130995298711,1971,1-214-659-0713,6457299063481862760032336,"Courtroom Genius, The",1042,Sorabjee,1697,Wiley,024-858-6102,2458137.5,2458146.5,1
Mose Chambers,7900253221375390247431920,2007,1-631-997-5729,5088900167265876348510069,Philosophy: Who Needs It,1226,"Rand, Ayn",1805,Vintage,1-501-202-7994,2458216.5,2458234.5,1
Deedra Whitfield,5929004553169235536637630,1972,1-929-909-6988,9295804393365339252509011,Girl who kicked the Hornet's Nest,1079,"Larsson, Steig",1938,O'Reilly,1-122-313-8760,2458263.5,2458278.5,1
Shantae Yang,7188329980942029803411013,1997,875-317-9706,5659856315541163075222850,"Hunchback of Notre Dame, The",1670,"Hugo, Victor",1658,HBA,210.406.2584,2458218.5,2458249.5,1
Elbert David,4637234555376358487055887,2013,1-472-109-7436,5322696957179073122788241,Econometric Analysis,1776,"Greene, W. H.",1993,Picador,+1-(351)-688-5454,2458274.5,2458280.5,1
Sebastian Cohen,3793207514512264318315954,2009,130-139-3755,8832993728220161529990806,Physics & Philosophy,1773,"Heisenberg, Werner",1460,HBA,210.406.2584,2458298.5,2458312.5,1
Debera O'brien,6214363074495132443186434,1970,514-466-6139,0681599042776708398779695,Superfreakonomics,1800,"Dubner, Stephen",1810,Pan,1-663-594-1588,2458288.5,2458312.5,1
Deetta Price,0962883899006672771065771,1977,1-450-122-2815,8496847603996006026217930,How to Think Like Sherlock Holmes,1623,"Konnikova, Maria",1501,Prentice Hall,1-047-873-5865,2458148.5,2458159.5,1
Tam Zamora,4082557406318658168661086,2005,(369) 034-2493,5868925032200205164417814,New Markets & Other Essays,1206,"Drucker, Peter",1512,Transworld,1-291-560-4782,2458293.5,2458314.5,1
Meg Preston,4325970820176813063340730,2000,405.825.7924,2896650734715345097600509,Image Processing & Mathematical Morphology,1238,"Shih, Frank",1633,vikas,084-702-6767,2458175.5,2458204.5,1
Jere Walker,8086577402953859803185252,2006,(803) 887-2176,6410448030642999401493387,Angels & Demons,1225,"Brown, Dan",1404,Dell,+1-(172)-750-1157,2458120.5,2458131.5,1
Elbert David,4637234555376358487055887,2013,1-472-109-7436,4457958191440903932368947,Men of Mathematics,1124,"Bell, E T",1883,O'Reilly,1-122-313-8760,2458274.5,2458293.5,1
Catherin Leonard,5741968981108119678011171,2006,(000) 978-4621,6530928175225374107057141,"Analysis, Vol I",1552,"Tao, Terence",1433,Bodley Head,(172) 571-4178,2458246.5,2458252.5,1
Mason Tucker,5394584001297934399917056,1983,923-609-8252,5524927040852878985675215,Introduction to Algorithms,1213,"Cormen, Thomas",1869,Penguin,824.149.4511,2458124.5,2458158.5,1
Matt Hurst,3241180046098034750673298,2016,(506) 673-5347,7455538905382814558082728,Radiowaril Bhashane & Shrutika,1441,"Deshpande, P L",1545,Jaico,253.778.3477,2458131.5,2458154.5,1
Theola Flowers,5460282786346486873785483,2001,+1-(378)-844-2783,5417941883156766188067012,Machine Learning for Hackers,1861,"Conway, Drew",1924,Mauj,(281) 493-2802,2458202.5,2458206.5,1
Deetta Price,0962883899006672771065771,1977,1-450-122-2815,4509039673088364763283509,Apulki,1198,"Deshpande, P L",1545,TMH,1-239-558-4462,2458121.5,2458138.5,1
Alexander Kinney,9393364417977409669494386,2006,1-230-696-0080,0000598019525803034955452,Superfreakonomics,1774,"Dubner, Stephen",1810,Random House,502.110.3821,2458261.5,2458268.5,1
Shantae Yang,7188329980942029803411013,1997,875-317-9706,8442297926744851740483905,Manasa,1461,"Kale, V P",1946,Apress,836.632.0273,2458123.5,2458133.5,1
Gregory Weeks,0081473062840273608574024,2007,(125) 458-8117,7551224602360960784176871,Doctor on the Brain,1330,"Gordon, Richard",1845,HarperCollins,(158) 998-2435,2458283.5,2458306.5,1
Alexander Kinney,9393364417977409669494386,2006,1-230-696-0080,4695303704934432559362870,Catch 22,1010,"Heller, Joseph",1521,CRC,+1-(724)-740-6946,2458174.5,2458213.5,1
Erik Daugherty,4365231141253166525953820,1976,1-944-254-5205,8213251644209467224802796,"Artist and the Mathematician, The",1710,"Aczel, Amir",1921,Bodley Head,(172) 571-4178,2458290.5,2458301.5,1
Lonny Duffy,1315125572084926153778412,2012,773-202-5135,8632281877143853583350470,Ahe Manohar Tari,1812,"Deshpande, Sunita",1490,Picador,+1-(351)-688-5454,2458269.5,2458276.5,1
Delena Sullivan,8498351372896461272725085,2009,(045) 577-7192,1700025387080464504274602,"Great War for Civilization, The",1732,"Fisk, Robert",1594,Fontana,326.658.5696,2458139.5,2458147.5,1
Ethyl Huber,2170456213913206867221432,1981,1-171-535-4717,5411527435417002323199098,"Courtroom Genius, The",1379,Sorabjee,1697,O'Reilly,1-122-313-8760,2458158.5,2458193.5,1
Mose Chambers,7900253221375390247431920,2007,1-631-997-5729,0495938994140239631120434,"Trial, The",1582,"Kafka, Frank",1708,Prentice Hall,1-047-873-5865,2458184.5,2458194.5,1
Lynna Finch,5982102087757630126641232,2017,1-572-598-9027,3920279967592489044665686,"Complete Sherlock Holmes, The - Vol II",1844,"Doyle, Arthur Conan",1416,vikas,084-702-6767,2458208.5,2458223.5,1
France Tucker,0591816218593958416466566,1998,1-755-712-2238,5050539797241880985690302,Veil: Secret Wars of the CIA,1507,"Woodward, Bob",1411,Jaico,253.778.3477,2458256.5,2458283.5,1
Yanira Wheeler,2357667128359497769894125,1997,+1-(102)-891-7197,8772050690954549886294478,"Deceiver, The",1273,"Forsyth, Frederick",1781,MIT Press,+1-(514)-735-5947,2458247.5,2458299.5,1
Emelia Bryan,4676965825837310239279272,1972,(971) 534-8744,9668891131737331084154926,More Tears to Cry,1571,"Sassoon, Jean",1590,Bodley Head,(172) 571-4178,2458123.5,2458124.5,1
Sydney Richmond,4022335375794614600991850,1989,(836) 884-0853,0475898077985268966787855,Neural Networks,1735,"Haykin, Simon",1496,Elsevier,359.226.5396,2458130.5,2458144.5,1
Lynna Finch,5982102087757630126641232,2017,1-572-598-9027,6718463375266708808087078,"Argumentative Indian, The",1041,"Sen, Amartya",1705,Apress,836.632.0273,2458252.5,2458256.5,1
Barney Hart,5128664476629915847604278,1982,959.342.6988,3423641654094231229976917,"Drunkard's Walk, The",1334,"Mlodinow, Leonard",1402,Penguin,824.149.4511,2458139.5,2458142.5,1
Catherin Leonard,5741968981108119678011171,2006,(000) 978-4621,8632281877143853583350470,Ahe Manohar Tari,1812,"Deshpande, Sunita",1490,Picador,+1-(351)-688-5454,2458198.5,2458224.5,1
Loura Sullivan,2142642943213476330171280,1994,953.437.6188,5060299141806142942394059,Once There Was a War,1892,"Steinbeck, John",1733,MIT Press,+1-(514)-735-5947,2458290.5,2458317.5,1
Alton Stokes,3417298192108140969606917,1999,228.343.5668,2618337536929695933334385,Statistical Learning Theory,1541,"Vapnik, Vladimir",1452,HarperCollins,(158) 998-2435,2458249.5,2458261.5,1
Deetta Price,0962883899006672771065771,1977,1-450-122-2815,5728334962724440414561056,Half A Life,1967,"Naipaul, V S",1981,Pocket,(933) 603-7079,2458284.5,2458293.5,1
Pasquale Mathis,3474187461233062560925445,2017,274-095-8783,8404784910778586135357061,Making Software,1856,"Oram, Andy",1583,Simon&Schuster,1-242-414-8385,2458173.5,2458196.5,1
Zane Irwin,2816080189446391139436214,1994,980.467.8497,7805275251307352434386832,Electric Universe,1208,"Bodanis, David",1875,Bodley Head,(172) 571-4178,2458146.5,2458157.5,1
Dong Russell,6781424783535223369763430,2000,(369) 967-4118,5304170213159178284639918,"Hidden Connections, The",1068,"Capra, Fritjof",1934,Routledge,+1-(476)-431-0927,2458213.5,2458220.5,1
Asa Small,9637502981006384207558569,1971,1-240-960-8564,9582780351520253858397826,"Complete Mastermind, The",1206,BBC,1769,Dell,+1-(172)-750-1157,2458245.5,2458280.5,1
Loura Sullivan,2142642943213476330171280,1994,953.437.6188,5387543224384485882093615,Freedom at Midnight,1759,"Lapierre, Dominique",1804,Simon&Schuster,1-242-414-8385,2458298.5,2458310.5,1
Jewell Lyons,3674481301646116839144082,2010,357.200.5882,3212759386427364511336897,Slaughterhouse Five,1735,"Vonnegut, Kurt",1620,Pan,1-663-594-1588,2458193.5,2458199.5,1
Theola Flowers,5460282786346486873785483,2001,+1-(378)-844-2783,7408818298983818120851942,Elements of Information Theory,1379,"Thomas, Joy",1595,Orient Blackswan,552-486-8974,2458286.5,2458293.5,1
Catherin Leonard,5741968981108119678011171,2006,(000) 978-4621,8335071779094879167788542,"Pillars of the Earth, The",1622,"Follett, Ken",1559,Rupa,695-251-0415,2458244.5,2458246.5,1
Yanira Wheeler,4727498535203287930603641,2003,+1-(996)-216-1891,3159226522028872305765112,"Last Lecture, The",1747,"Pausch, Randy",1468,HarperCollins,(158) 998-2435,2458152.5,2458153.5,1
Tam Zamora,4082557406318658168661086,2005,(369) 034-2493,5419070149069022778464353,"Numbers Behind Numb3rs, The",1463,"Devlin, Keith",1417,Rupa,695-251-0415,2458271.5,2458279.5,1
Leland Weiss,8590449388533589280436070,1979,1-034-581-5266,8442297926744851740483905,Manasa,1461,"Kale, V P",1946,Apress,836.632.0273,2458188.5,2458234.5,1
Dong Russell,6781424783535223369763430,2000,(369) 967-4118,1259800387969108399675116,Machine Learning for Hackers,1356,"Conway, Drew",1924,MIT Press,+1-(514)-735-5947,2458166.5,2458204.5,1
Lawerence Marks,9038345780945157307609335,1992,992-344-1311,4636147738332339423197590,"Cathedral and the Bazaar, The",1635,"Raymond, Eric",1727,Pocket,(933) 603-7079,2458244.5,2458253.5,1
Emelia Bryan,4676965825837310239279272,1972,(971) 534-8744,6605431985511523312547532,Data Mining Handbook,1413,"Nisbet, Robert",1538,Routledge,+1-(476)-431-0927,2458191.5,2458199.5,1
Asa Small,7690635780455082508202074,1983,+1-(001)-935-0335,1985817407879319877142365,Girl who kicked the Hornet's Nest,1014,"Larsson, Steig",1938,Rupa,695-251-0415,2458508.5,2458515.5,0
Garth Blackburn,8005796751781743312139795,1986,260.205.7469,4890786603321718854597068,"Discovery of India, The",1815,"Nehru, Jawaharlal",1696,Vintage,1-501-202-7994,2458218.5,2458219.5,1
Alexander Kinney,9393364417977409669494386,2006,1-230-696-0080,5652983302689050069059348,Empire of the Mughal - Ruler of the World,1996,"Rutherford, Alex",1765,Elsevier,359.226.5396,2458273.5,2458312.5,1
Lamont Sullivan,8126690944321555727027779,1975,(613) 040-9029,8097309744132910145917762,"Moon and Sixpence, The",1476,"Maugham, William S",1611,Prentice Hall,1-047-873-5865,2458184.5,2458189.5,1
Pasquale Mathis,3474187461233062560925445,2017,274-095-8783,6110378642208022302884640,Superfreakonomics,1892,"Dubner, Stephen",1810,Random,+1-(530)-757-4100,2458232.5,2458256.5,1
Nickole Kennedy,9919412672346890097716227,2003,398-337-3180,9602041002420031805638991,Tales of Beedle the Bard,1592,"Rowling, J K",1665,HighStakes,218.696.0130,2458208.5,2458222.5,1
Sarina Burke,0235356710463171343109006,1972,(928) 158-6622,2241177798077437369659174,Broca's Brain,1087,"Sagan, Carl",1487,Random,+1-(530)-757-4100,2458237.5,2458242.5,1
Karmen Knox,1532751081865920834277724,1991,(574) 470-3461,5418977304671131998771270,We the People,1189,Palkhivala,1925,Simon&Schuster,1-242-414-8385,2458219.5,2458231.5,1
Marth Rios,3297401549040544850673714,2001,+1-(403)-235-0591,1291617174381180834387261,Principles of Communication Systems,1471,"Taub, Schilling",1514,Hyperion,882.640.9487,2458264.5,2458274.5,1
Yanira Wheeler,4727498535203287930603641,2003,+1-(996)-216-1891,9736983653740522373807717,Fundamentals of Wavelets,1306,"Goswami, Jaideva",1818,MIT Press,+1-(514)-735-5947,2458217.5,2458248.5,1
Lamont Sullivan,8126690944321555727027779,1975,(613) 040-9029,8325413754523673954403220,Burning Bright,1782,"Steinbeck, John",1733,Wiley,024-858-6102,2458167.5,2458183.5,1
Sarina Burke,1603404408261407982703034,1985,(811) 784-9570,7740799262043214240478751,"Hidden Connections, The",1118,"Capra, Fritjof",1934,Elsevier,359.226.5396,2458162.5,2458163.5,1
Bennett Daniel,3521007764925597111961645,1973,(377) 750-0899,7083044289614202640892139,Data Scientists at Work,1567,Sebastian Gutierrez,1418,Random,+1-(530)-757-4100,2458199.5,2458206.5,1
Yanira Wheeler,4727498535203287930603641,2003,+1-(996)-216-1891,0604778920776799058425600,Textbook of Economic Theory,1450,"Stonier, Alfred",1849,MIT Press,+1-(514)-735-5947,2458300.5,2458309.5,1
Coretta Mooney,8375732996263512360156923,2008,1-013-516-5139,3460775365494387989951427,Maqta-e-Ghalib,1100,"Garg, Sanjay",1933,Simon&Schuster,1-242-414-8385,2458223.5,2458224.5,1
Yanira Wheeler,2357667128359497769894125,1997,+1-(102)-891-7197,3529272858534937720244040,"Nature of Statistical Learning Theory, The",1971,"Vapnik, Vladimir",1452,Springer,(279) 282-8193,2458146.5,2458154.5,1
Alton Stokes,3417298192108140969606917,1999,228.343.5668,6208454710318172781203794,India from Midnight to Milennium,1468,"Tharoor, Shashi",1790,Bodley Head,(172) 571-4178,2458234.5,2458269.5,1
Kim Briggs,8879917779052017236449519,2010,1-474-974-0736,2004129859956201711519388,Journal of a Novel,1390,"Steinbeck, John",1733,O'Reilly,1-122-313-8760,2458241.5,2458243.5,1
France Tucker,0591816218593958416466566,1998,1-755-712-2238,0965820288613214225857499,Machine Learning for Hackers,1314,"Conway, Drew",1924,Hyperion,882.640.9487,2458206.5,2458210.5,1
Harvey Hopkins,7082077589814192654667622,2011,274-929-3335,6160890653419781512147738,Tales of Beedle the Bard,1272,"Rowling, J K",1665,FreePress,890.262.9357,2458236.5,2458264.5,1
Sarina Burke,0235356710463171343109006,1972,(928) 158-6622,3130285915543850397577923,Philosophy: Who Needs It,1044,"Rand, Ayn",1805,Fontana,326.658.5696,2458219.5,2458253.5,1
Kimberli Schneider,6184216428042109495488267,1984,761.990.5356,3957059721727841987655547,Empire of the Mughal - The Serpent's Tooth,1426,"Rutherford, Alex",1765,vikas,084-702-6767,2458241.5,2458263.5,1
Bernetta Hewitt,7462062715787506691998431,2003,+1-(272)-958-2247,0638163737402640701490810,Hafasavnuk,1629,Deshpande P L,1849,Orient Blackswan,552-486-8974,2458241.5,2458268.5,1
Irmgard Harding,5167849246197346073040370,1994,1-235-585-9499,2729645754442569541836637,Machine Learning for Hackers,1728,"Conway, Drew",1924,Dell,+1-(172)-750-1157,2458121.5,2458129.5,1
Theola Flowers,5460282786346486873785483,2001,+1-(378)-844-2783,9975851684125475529882406,From Beirut to Jerusalem,1825,"Friedman, Thomas",1666,O'Reilly,1-122-313-8760,2458157.5,2458184.5,1
Heidy Brown,3702063940161967967517232,1981,973.074.4226,4307216339076716029126623,20000 Leagues Under the Sea,1090,"Verne, Jules",1455,HBA,210.406.2584,2458278.5,2458293.5,1
Emery Byrd,6559549596782707989229204,1971,(463) 978-2687,7782132830162020543035538,Jim Corbett Omnibus,1523,"Corbett, Jim",1667,Pearson,1-293-811-9652,2458269.5,2458284.5,1
Dallas French,0189639962362105313664589,1991,140.869.7386,0990496488014250491732927,Philosophy: Who Needs It,1186,"Rand, Ayn",1805,Dell,+1-(172)-750-1157,2458204.5,2458211.5,1
Zane Irwin,2816080189446391139436214,1994,980.467.8497,3353645607766281221929262,Uncommon Wisdom,1424,"Capra, Fritjof",1934,HarperCollins,(158) 998-2435,2458299.5,2458318.5,1
Harvey Hopkins,7082077589814192654667622,2011,274-929-3335,1715834686535627319955484,Dylan on Dylan,1474,"Dylan, Bob",1443,Random,+1-(530)-757-4100,2458265.5,2458280.5,1
Edmond Odom,7597862788341531238123345,2011,601.516.3549,0495938994140239631120434,"Trial, The",1582,"Kafka, Frank",1708,Prentice Hall,1-047-873-5865,2458249.5,2458258.5,1
Gerald Roberts,9960311807383440268126404,1978,861.515.6683,9454848358824758261059454,"Discovery of India, The",1305,"Nehru, Jawaharlal",1696,Pan,1-663-594-1588,2458217.5,2458262.5,1
Alonzo Crawford,3941136294053688766036728,1981,1-811-700-9337,4387756591438419086929855,Empire of the Mughal - The Serpent's Tooth,1536,"Rutherford, Alex",1765,CRC,+1-(724)-740-6946,2458128.5,2458135.5,1
Leon Barry,7615220844686319876562533,1995,993.537.6943,0107511750705472428057728,Image Processing with MATLAB,1907,"Eddins, Steve",1976,Mauj,(281) 493-2802,2458211.5,2458250.5,1
Kayleigh Lambert,2700145311443270916061106,1975,840-831-4174,8678150712595532032632438,Learning OpenCV,1841,"Bradsky, Gary",1890,HBA,210.406.2584,2458290.5,2458298.5,1
Lynwood Reeves,0907606975184617701246876,1999,052-558-9557,1512048477176509657379327,Burning Bright,1650,"Steinbeck, John",1733,Random House,502.110.3821,2458131.5,2458158.5,1
Shantae Yang,7188329980942029803411013,1997,875-317-9706,4715012466288917486464365,"Signal and the Noise, The",1030,"Silver, Nate",1469,Hyperion,882.640.9487,2458293.5,2458298.5,1
Galen Avila,5787305952412130995298711,1971,1-214-659-0713,9295804393365339252509011,Girl who kicked the Hornet's Nest,1079,"Larsson, Steig",1938,O'Reilly,1-122-313-8760,2458297.5,2458306.5,1
Damon Wilcox,0978988811374945714447886,1998,735-605-9155,7061268136013701055572732,"Great Indian Novel, The",1119,"Tharoor, Shashi",1790,FreePress,890.262.9357,2458288.5,2458316.5,1
